Event timestamp,Event ID,Event type,Calling object,Calling object identity hashcode,Method return type,Method name,Method call depth,Method parameters number,Parameters types,Parameters values
1541008407313,1066376662,return,Thread[Thread-1(comma)5(comma)main],460332449,NA,NA,NA,NA,NA,NA
1541008407315,1143839598,call,java.lang.Runtime@7e774085,2121744517,void,java.lang.Runtime.addShutdownHook,1,1,javachat.JavaChat$1,Thread[Thread-1(comma)5(comma)main]
1541008407315,1143839598,return,NA,2121744517,NA,NA,NA,NA,NA,NA
1541008407315,250075633,call,NA,NA,void,javachat.JavaChat$2.<init>,1,0,NA,NA
1541008407316,358699161,call,NA,NA,void,javachat.JavaChat$2.<clinit>,2,0,NA,NA
1541008407316,358699161,return,NA,0,NA,NA,NA,NA,NA,NA
1541008407316,517938326,call,NA,NA,void,javachat.JavaChat$2.<init>,2,0,NA,NA
1541008407316,914424520,call,javachat.JavaChat$2@6996db8,110718392,void,javachat.JavaChat$2.<init>,2,0,NA,NA
1541008407316,425918570,call,javachat.JavaChat$2@6996db8,110718392,void,java.lang.Runnable.<init>,3,0,NA,NA
1541008407316,2143192188,call,javachat.JavaChat$2@6996db8,110718392,void,javachat.JavaChat$2.<init>,3,0,NA,NA
1541008407316,2143192188,return,NA,110718392,NA,NA,NA,NA,NA,NA
1541008407315,250075633,return,javachat.JavaChat$2@6996db8,110718392,NA,NA,NA,NA,NA,NA
1541008407316,1100439041,call,NA,NA,void,java.awt.EventQueue.invokeLater,1,1,javachat.JavaChat$2,javachat.JavaChat$2@6996db8
1541008407317,1100439041,return,NA,0,NA,NA,NA,NA,NA,NA
1541008407081,1867083167,return,NA,0,NA,NA,NA,NA,NA,NA
1541008407320,1419815687,call,javachat.JavaChat$2@6996db8,110718392,void,javachat.JavaChat$2.run,0,0,NA,NA
1541008407320,362651964,call,NA,NA,void,javachat.ui.ChatWindow.<init>,1,0,NA,NA
1541008407389,1969955618,call,NA,NA,void,javachat.ui.ChatWindow.<clinit>,2,0,NA,NA
1541008407389,1969955618,return,NA,0,NA,NA,NA,NA,NA,NA
1541008407389,616715803,call,NA,NA,void,javachat.ui.ChatWindow.<init>,2,0,NA,NA
1541008407417,1441826668,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.<init>,2,0,NA,NA
1541008407417,1825257873,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.<init>,3,0,NA,NA
1541008407418,1037109379,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.initComponents,4,0,NA,NA
1541008407418,2114096809,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.initComponents,5,0,NA,NA
1541008407419,1395425596,call,NA,NA,void,javax.swing.ButtonGroup.<init>,6,0,NA,NA
1541008407419,1395425596,return,javax.swing.ButtonGroup@669e2d79,0,NA,NA,NA,NA,NA,NA
1541008407419,1405002809,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.buttonGroupModeType,6,1,javax.swing.ButtonGroup,javax.swing.ButtonGroup@669e2d79
1541008407419,1405002809,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407419,966987553,call,NA,NA,void,javax.swing.JRadioButton.<init>,6,0,NA,NA
1541008407419,966987553,return,javax.swing.JRadioButton[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@19534d12(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=],0,NA,NA,NA,NA,NA,NA
1541008407423,1072344429,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.jRadioButtonServer,6,1,javax.swing.JRadioButton,javax.swing.JRadioButton[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@19534d12(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=]
1541008407424,1072344429,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407424,512845750,call,NA,NA,void,javax.swing.JRadioButton.<init>,6,0,NA,NA
1541008407424,512845750,return,javax.swing.JRadioButton[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@1ac6ab30(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=],0,NA,NA,NA,NA,NA,NA
1541008407424,436100775,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.jRadioButtonClient,6,1,javax.swing.JRadioButton,javax.swing.JRadioButton[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@1ac6ab30(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=false(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=]
1541008407425,436100775,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407425,1939147056,call,NA,NA,void,javax.swing.JLabel.<init>,6,0,NA,NA
1541008407425,1939147056,return,javax.swing.JLabel[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@66ac7c23(comma)flags=8388608(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)horizontalAlignment=LEADING(comma)horizontalTextPosition=TRAILING(comma)iconTextGap=4(comma)labelFor=(comma)text=(comma)verticalAlignment=CENTER(comma)verticalTextPosition=CENTER],0,NA,NA,NA,NA,NA,NA
1541008407426,1235014893,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.jLabelHost,6,1,javax.swing.JLabel,javax.swing.JLabel[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@66ac7c23(comma)flags=8388608(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)horizontalAlignment=LEADING(comma)horizontalTextPosition=TRAILING(comma)iconTextGap=4(comma)labelFor=(comma)text=(comma)verticalAlignment=CENTER(comma)verticalTextPosition=CENTER]
1541008407427,1235014893,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407427,586985503,call,NA,NA,void,javax.swing.JTextField.<init>,6,0,NA,NA
1541008407427,586985503,return,javax.swing.JTextField[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@3207e822(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING],0,NA,NA,NA,NA,NA,NA
1541008407447,2025500872,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.jTextFieldHostname,6,1,javax.swing.JTextField,javax.swing.JTextField[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@3207e822(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING]
1541008407448,2025500872,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407448,301647654,call,NA,NA,void,javax.swing.JLabel.<init>,6,0,NA,NA
1541008407448,301647654,return,javax.swing.JLabel[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@67315e36(comma)flags=8388608(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)horizontalAlignment=LEADING(comma)horizontalTextPosition=TRAILING(comma)iconTextGap=4(comma)labelFor=(comma)text=(comma)verticalAlignment=CENTER(comma)verticalTextPosition=CENTER],0,NA,NA,NA,NA,NA,NA
1541008407448,1786440714,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.jLabelPort,6,1,javax.swing.JLabel,javax.swing.JLabel[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@67315e36(comma)flags=8388608(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)horizontalAlignment=LEADING(comma)horizontalTextPosition=TRAILING(comma)iconTextGap=4(comma)labelFor=(comma)text=(comma)verticalAlignment=CENTER(comma)verticalTextPosition=CENTER]
1541008407449,1786440714,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407449,1206594941,call,NA,NA,void,javax.swing.JTextField.<init>,6,0,NA,NA
1541008407449,1206594941,return,javax.swing.JTextField[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@6f0151(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING],0,NA,NA,NA,NA,NA,NA
1541008407451,1833058180,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.jTextFieldPort,6,1,javax.swing.JTextField,javax.swing.JTextField[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@6f0151(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING]
1541008407452,1833058180,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407452,1357223066,call,NA,NA,void,javax.swing.JToggleButton.<init>,6,0,NA,NA
1541008407452,1357223066,return,javax.swing.JToggleButton[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@4efbcb3e(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=true(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=],0,NA,NA,NA,NA,NA,NA
1541008407457,912666169,call,javachat.ui.ChatWindow[frame0(comma)0(comma)0(comma)0x0(comma)invalid(comma)hidden(comma)layout=java.awt.BorderLayout(comma)title=(comma)resizable(comma)normal(comma)defaultCloseOperation=HIDE_ON_CLOSE(comma)rootPane=javax.swing.JRootPane[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.JRootPane$RootLayout(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@235c1981(comma)flags=16777673(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=](comma)rootPaneCheckingEnabled=true],1142764502,void,javachat.ui.ChatWindow.jToggleButtonOnline,6,1,javax.swing.JToggleButton,javax.swing.JToggleButton[(comma)0(comma)0(comma)0x0(comma)invalid(comma)alignmentX=0.0(comma)alignmentY=0.5(comma)border=javax.swing.plaf.synth.SynthBorder@4efbcb3e(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)defaultIcon=(comma)disabledIcon=(comma)disabledSelectedIcon=(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)paintBorder=true(comma)paintFocus=true(comma)pressedIcon=(comma)rolloverEnabled=true(comma)rolloverIcon=(comma)rolloverSelectedIcon=(comma)selectedIcon=(comma)text=]
1541008407457,912666169,return,NA,1142764502,NA,NA,NA,NA,NA,NA
1541008407457,1252301166,call,NA,NA,void,javax.swing.JTextField.<init>,6,0,NA,NA
1541008407457,1252301166,return,javax.swing.JTextField[(comma)0(comma)0(comma)0x0(comma)invalid(comma)layout=javax.swing.plaf.basic.BasicTextUI$UpdateHandler(comma)alignmentX=0.0(comma)alignmentY=0.0(comma)border=javax.swing.plaf.synth.SynthBorder@361985e4(comma)flags=288(comma)maximumSize=(comma)minimumSize=(comma)preferredSize=(comma)caretColor=(comma)disabledTextColor=DerivedColor(color=142(comma)143(comma)145 parent=nimbusDisabledText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=142(comma)143(comma)145(comma)editable=true(comma)margin=javax.swing.plaf.InsetsUIResource[top=0(comma)left=0(comma)bottom=0(comma)right=0](comma)selectedTextColor=DerivedColor(color=255(comma)255(comma)255 parent=nimbusSelectedText offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=255(comma)255(comma)255(comma)selectionColor=DerivedColor(color=57(comma)105(comma)138 parent=nimbusSelectionBackground offsets=0.0(comma)0.0(comma)0.0(comma)0 pColor=57(comma)105(comma)138(comma)columns=0(comma)columnWidth=0(comma)command=(comma)horizontalAlignment=LEADING],0,NA,NA,NA,NA,NA,NA
