Event timestamp,Event ID,Event type,Calling object,Calling object identity hashcode,Method return type,Method name,Method call depth,Method parameters number,Parameters types,Parameters values
1541009258105,2121055098,return,NA,1246985860,NA,NA,NA,NA,NA,NA
1541009258105,965667251,call,A : available Semaphore permits now: 4,1246985860,class java.lang.String,java.lang.StringBuilder.toString,9,0,NA,NA
1541009258105,965667251,return,A : available Semaphore permits now: 4,1848402763,NA,NA,NA,NA,NA,NA
1541009258105,10474177,call,NA,NA,class java.lang.String,java.lang.String.valueOf,9
1541009258105,2084435065,call,Thread[Thread-3(comma)5(comma)main],1848402763,class java.lang.String,SemaphoreTest$MyATMThread.name,9,1,java.lang.String,D
1541009258105,192510789,call,java.io.PrintStream@4e50df2e,0,void,java.io.PrintStream.println,10,0,NA,NA,1,java.lang.String,A : available Semaphore permits now: 4
1541009258105,2084435065,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258105,10474177,return,B,0,NA,NA,NA,NA,NA,NA
1541009258105,933699219,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258105,1694354069,call,NA,NA,void,java.lang.System.out,10,0,NA,NA,1,
1541009258105,192510789,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258105,1726432187,call,NA,NA,void,java.lang.StringBuilder.<init>,9,1,java.lang.String,B
1541009258106,1726432187,return,B,0,NA,NA,NA,NA,NA,NA
1541009258106,1484601155,call,NA,NA,void,SemaphoreTest.semaphore,9,0,NA,NA
1541009258106,836055701,call,B,508034397,class java.lang.StringBuilder,java.lang.StringBuilder.append,7,1,java.lang.String, : acquiring lock...
1541009258106,1484601155,return,java.util.concurrent.Semaphore@3feba861[Permits = 4],508034397,NA,NA,NA,NA,NA,NA
1541009258106,1694354069,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1541009258106,836055701,return,B : acquiring lock...,508034397,NA,NA,NA,NA,NA,NA
1541009258106,1622158734,call,B : acquiring lock...,508034397,class java.lang.String,java.lang.StringBuilder.toString,7,0,NA,NA
1541009258105,1199823423,return,Thread[Thread-3(comma)5(comma)main],508034397,NA,NA,NA,NA,NA,NA
1541009258106,1622158734,return,B : acquiring lock...,1072408673,NA,NA,NA,NA,NA,NA
1541009258106,1892057751,call,java.util.concurrent.Semaphore@3feba861[Permits = 4],1072408673,void,java.util.concurrent.Semaphore.acquire,7,0,NA,NA,0,NA,NA
1541009258106,1623347922,call,Thread[Thread-2(comma)5(comma)main],1072408673,void,SemaphoreTest$MyATMThread.name,7,0,NA,NA
1541009258106,1896277646,call,java.io.PrintStream@4e50df2e,1313922862,void,SemaphoreTest$MyATMThread.start,7,0,NA,NA
1541009258106,1016484024,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,7,1,java.lang.String,B : acquiring lock...
1541009258106,1892057751,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1541009258106,1623347922,return,C,1313922862,NA,NA,NA,NA,NA,NA
1541009258106,633389230,call,NA,NA,class java.lang.String,java.lang.String.valueOf,7,1,java.lang.String,C
1541009258106,1016484024,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258106,1053503053,call,NA,NA,void,java.lang.System.out,7,0,NA,NA
1541009258106,633389230,return,C,0,NA,NA,NA,NA,NA,NA
1541009258106,1053503053,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1541009258106,1896277646,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258106,617581605,call,NA,NA,class java.lang.String,java.lang.System.out,7
1541009258106,2128227771,call,NA,NA,class java.lang.String,SemaphoreTest$MyATMThread.<init>,7,1,java.lang.String,E
1541009258106,512494237,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,7,1,java.lang.String,C
1541009258106,617581605,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1541009258106,2124994946,call,Thread[Thread-0(comma)5(comma)main],0,class java.lang.String,SemaphoreTest$MyATMThread.name,7,1,java.lang.String,E,0,NA,NA
1541009258107,512494237,return,C,1323165413,NA,NA,NA,NA,NA,NA
1541009258107,88289524,call,Thread[Thread-1(comma)5(comma)main],1323165413,class java.lang.String,SemaphoreTest$MyATMThread.name,7,0,NA,NA
1541009258107,2124994946,return,A,0,NA,NA,NA,NA,NA,NA
1541009258107,1702297201,call,NA,NA,class java.lang.String,SemaphoreTest$MyATMThread.<init>,8,1,java.lang.String,E
1541009258107,338674363,call,C,1720276526,class java.lang.String,java.lang.StringBuilder.append,8
1541009258107,1339960891,call,C,1720276526,class java.lang.String,java.lang.String.valueOf,8,1,java.lang.String,A
1541009258107,1996181658,call,Thread[Thread-4(comma)5(comma)main],806353501,class java.lang.String,SemaphoreTest$MyATMThread.<init>,8,1,java.lang.String,A,1,java.lang.String,E
1541009258107,88289524,return,B,806353501,NA,NA,NA,NA,NA,NA
1541009258107,1339960891,return,A,0,NA,NA,NA,NA,NA,NA
1541009258107,1694413199,call,NA,NA,class java.lang.String,java.lang.String.valueOf,10,1,java.lang.String,B
1541009258107,521645586,call,Thread[Thread-4(comma)5(comma)main],0,class java.lang.String,SemaphoreTest$MyATMThread.<init>,10,1,java.lang.String,B,1,java.lang.String,E
1541009258107,338674363,return,C : acquiring lock...,806353501,NA,NA,NA,NA,NA,NA
1541009258107,1694413199,return,B,0,NA,NA,NA,NA,NA,NA
1541009258107,914179924,call,Thread[Thread-3(comma)5(comma)main],0,class java.lang.String,SemaphoreTest$MyATMThread.run,10,1,java.lang.String,B,1,java.lang.String,E,0,NA,NA
1541009258107,1173307361,call,C : acquiring lock...,1720276526,class java.lang.String,java.lang.StringBuilder.toString,10,0,NA,NA
1541009258107,1784888888,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,12
1541009258107,951758827,call,NA,NA,class java.lang.String,java.lang.System.out,12
1541009258107,1296064247,call,Thread[Thread-4(comma)5(comma)main],806353501,class java.lang.String,SemaphoreTest$MyATMThread.name,12,1,java.lang.String,
1541009258107,1784888888,return,B,806353501,NA,NA,NA,NA,NA,NA
1541009258107,197709677,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,12,1,java.lang.String,A
1541009258107,951758827,return,java.io.PrintStream@4e50df2e,776825795,NA,NA,NA,NA,NA,NA
1541009258107,848636405,call,B,776825795,class java.lang.StringBuilder,java.lang.StringBuilder.append,12,1,java.lang.String, : available Semaphore permits now: 
1541009258107,1296064247,return,NA,1848402763,NA,NA,NA,NA,NA,NA
1541009258107,197709677,return,A,1848402763,NA,NA,NA,NA,NA,NA
1541009258107,1173307361,return,C : acquiring lock...,776825795,NA,NA,NA,NA,NA,NA
1541009258107,848636405,return,B : available Semaphore permits now: ,806353501,NA,NA,NA,NA,NA,NA
1541009258107,1637070917,call,Thread[Thread-4(comma)5(comma)main],806353501,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.name,12,1,java.lang.String,E
1541009258107,994643235,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,12,1,java.lang.String,C : acquiring lock...
1541009258107,1637070917,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1541009258107,1015360548,call,Thread[Thread-3(comma)5(comma)main],1848402763,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.name,12,0,NA,NA
1541009258108,1068418380,call,NA,NA,void,SemaphoreTest.semaphore,12,0,NA,NA
1541009258108,1015360548,return,D,0,NA,NA,NA,NA,NA,NA
1541009258108,994643235,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258108,1813389599,call,A,1422561750,class java.lang.StringBuilder,java.lang.StringBuilder.append,12,1,java.lang.String, : got the permit!
1541009258107,521645586,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258108,1360603883,call,NA,NA,class java.lang.StringBuilder,java.lang.System.out,11,0,NA,NA
1541009258108,1068418380,return,java.util.concurrent.Semaphore@3feba861[Permits = 3],1422561750,NA,NA,NA,NA,NA,NA
1541009258108,1360603883,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1541009258108,1288679039,call,java.util.concurrent.Semaphore@3feba861[Permits = 3],0,class java.lang.String,java.util.concurrent.Semaphore.availablePermits,11,1,java.lang.String,D
1541009258108,2038932944,call,NA,NA,class java.lang.String,java.lang.String.valueOf,11,1,java.lang.String,D
1541009258108,1288679039,return,3,0,NA,NA,NA,NA,NA,NA
1541009258108,1460595858,call,B : available Semaphore permits now: ,776825795,class java.lang.StringBuilder,java.lang.StringBuilder.append,11,1,java.lang.Integer,3,0,NA,NA
1541009258108,2106408640,call,Thread[Thread-2(comma)5(comma)main],776825795,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.name,11,1,java.lang.Integer,3,0,NA,NA
1541009258108,1813389599,return,A : got the permit!,0,NA,NA,NA,NA,NA,NA
1541009258108,1460595858,return,B : available Semaphore permits now: 3,776825795,NA,NA,NA,NA,NA,NA
1541009258108,1792787074,call,A : got the permit!,1422561750,class java.lang.String,java.lang.StringBuilder.toString,9,0,NA,NA
1541009258108,1792787074,return,A : got the permit!,776825795,NA,NA,NA,NA,NA,NA
1541009258108,665176851,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,9,1,java.lang.String,A : got the permit!
1541009258109,2106408640,return,C,1313922862,NA,NA,NA,NA,NA,NA
1541009258109,2038932944,return,D,1313922862,NA,NA,NA,NA,NA,NA
1541009258109,665176851,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258109,2061895713,call,NA,NA,class java.lang.String,java.lang.System.out,9,0,NA,NA
1541009258109,2061895713,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1541009258109,2057462410,call,Thread[Thread-0(comma)5(comma)main],1349393271,class java.lang.String,SemaphoreTest$MyATMThread.name,9,0,NA,NA
1541009258109,2057462410,return,A,1349393271,NA,NA,NA,NA,NA,NA
1541009258109,1314484366,call,NA,NA,class java.lang.String,java.lang.String.valueOf,9,1,java.lang.String,A
1541009258109,1314484366,return,A,0,NA,NA,NA,NA,NA,NA
1541009258109,1202575109,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,9,1,java.lang.String,A
1541009258109,1202575109,return,A,0,NA,NA,NA,NA,NA,NA
1541009258109,222329041,call,A,1688206785,class java.lang.StringBuilder,java.lang.StringBuilder.append,9,1,java.lang.String, : is performing operation 
1541009258109,222329041,return,A : is performing operation ,1688206785,NA,NA,NA,NA,NA,NA
1541009258109,1640443100,call,A : is performing operation ,1688206785,class java.lang.StringBuilder,java.lang.StringBuilder.append,9,1,java.lang.Integer,1
1541009258109,1640443100,return,A : is performing operation 1,1688206785,NA,NA,NA,NA,NA,NA
1541009258110,1224464926,call,A : is performing operation 1,1688206785,class java.lang.StringBuilder,java.lang.StringBuilder.append,9,1,java.lang.String,(comma) available Semaphore permits : 
1541009258110,1224464926,return,A : is performing operation 1(comma) available Semaphore permits : ,1688206785,NA,NA,NA,NA,NA,NA
1541009258110,1181988128,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest.semaphore,9,0,NA,NA
1541009258110,1181988128,return,java.util.concurrent.Semaphore@3feba861[Permits = 3],0,NA,NA,NA,NA,NA,NA
1541009258110,1570318810,call,java.util.concurrent.Semaphore@3feba861[Permits = 3],1072408673,int,java.util.concurrent.Semaphore.availablePermits,9,0,NA,NA
1541009258110,1570318810,return,3,1072408673,NA,NA,NA,NA,NA,NA
1541009258110,98586489,call,A : is performing operation 1(comma) available Semaphore permits : ,1688206785,class java.lang.StringBuilder,java.lang.StringBuilder.append,9,1,java.lang.Integer,3
1541009258110,98586489,return,A : is performing operation 1(comma) available Semaphore permits : 3,1688206785,NA,NA,NA,NA,NA,NA
1541009258110,333274865,call,A : is performing operation 1(comma) available Semaphore permits : 3,1688206785,class java.lang.String,java.lang.StringBuilder.toString,9,0,NA,NA
1541009258110,333274865,return,A : is performing operation 1(comma) available Semaphore permits : 3,1688206785,NA,NA,NA,NA,NA,NA
1541009258110,1213997855,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,9,1,java.lang.String,A : is performing operation 1(comma) available Semaphore permits : 3
1541009258110,1213997855,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1541009258109,1101072039,call,NA,NA,class java.lang.StringBuilder,java.lang.String.valueOf,9,1,java.lang.String,A : is performing operation 1(comma) available Semaphore permits : 3
1541009258111,1545540663,call,NA,NA,void,java.lang.Thread.sleep,9,1,java.lang.Long,1000
1541009258111,1101072039,return,C,0,NA,NA,NA,NA,NA,NA
1541009258108,316184259,call,B : available Semaphore permits now: 3,776825795,class java.lang.String,java.lang.StringBuilder.toString,9,0,NA,NA
1541009258107,2128227771,return,Thread[Thread-4(comma)5(comma)main],1422561750,NA,NA,NA,NA,NA,NA
1541009258111,316184259,return,B : available Semaphore permits now: 3,0,NA,NA,NA,NA,NA,NA
1541009258111,854731685,call,NA,NA,void,java.lang.StringBuilder.<init>,9,1,java.lang.String,C
1541009258111,854731685,return,C,0,NA,NA,NA,NA,NA,NA
1541009258111,780237624,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.start,9,1,
1541009258111,780237624,return,NA,0,NA,NA,NA,NA,NA,NA
1541009258111,630983251,call,NA,NA,class java.lang.StringBuilder,java.lang.StringBuilder.<init>,9,1,java.lang.String,
1541009258111,205797316,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.<init>,9,1,java.lang.String,F
1541009258111,1128032093,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.<init>,10,1,java.lang.String,F
1541009258111,1066516207,call,Thread[Thread-5(comma)5(comma)main],443308702,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.<init>,10,1,java.lang.String,F
1541009258111,935044096,call,Thread[Thread-5(comma)5(comma)main],443308702,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.<init>,11,1,java.lang.String,F
1541009258112,396180261,call,Thread[Thread-5(comma)5(comma)main],443308702,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.name,12,1,java.lang.String,
1541009258112,396180261,return,NA,443308702,NA,NA,NA,NA,NA,NA
1541009258112,625576447,call,Thread[Thread-5(comma)5(comma)main],443308702,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.name,12,1,java.lang.String,F
1541009258112,625576447,return,NA,443308702,NA,NA,NA,NA,NA,NA
1541009258112,935044096,return,NA,443308702,NA,NA,NA,NA,NA,NA
1541009258111,205797316,return,Thread[Thread-5(comma)5(comma)main],443308702,NA,NA,NA,NA,NA,NA
1541009258112,1560911714,call,Thread[Thread-5(comma)5(comma)main],443308702,void,SemaphoreTest$MyATMThread.start,9,0,NA,NA
1541009258112,1560911714,return,NA,443308702,NA,NA,NA,NA,NA,NA
1541009258088,1867083167,return,NA,443308702,NA,NA,NA,NA,NA,NA
1541009258112,630983251,return,D,443308702,NA,NA,NA,NA,NA,NA
1541009258113,1219771644,call,D,1564855746,class java.lang.StringBuilder,java.lang.StringBuilder.append,7,1,java.lang.String, : acquiring lock...
1541009258113,1219771644,return,D : acquiring lock...,1564855746,NA,NA,NA,NA,NA,NA
1541009258113,430463647,call,D : acquiring lock...,1564855746,class java.lang.String,java.lang.StringBuilder.toString,7,0,NA,NA
1541009258113,430463647,return,D : acquiring lock...,1564855746,NA,NA,NA,NA,NA,NA
1541009258113,1554191723,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,7,1,java.lang.String,D : acquiring lock...
1541009258113,1554191723,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1541009258113,899256799,call,NA,NA,void,java.lang.System.out,7,0,NA,NA
1541009258113,899256799,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1541009258113,1178689907,call,Thread[Thread-3(comma)5(comma)main],1848402763,void,SemaphoreTest$MyATMThread.name,7,0,NA,NA
1541009258113,1178689907,return,D,1848402763,NA,NA,NA,NA,NA,NA
1541009258113,501655430,call,NA,NA,class java.lang.String,java.lang.String.valueOf,7,1,java.lang.String,D
1541009258113,501655430,return,D,0,NA,NA,NA,NA,NA,NA
1541009258113,1504370972,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,7,1,java.lang.String,D
1541009258113,1504370972,return,D,0,NA,NA,NA,NA,NA,NA
1541009258113,541365407,call,D,1841509149,class java.lang.StringBuilder,java.lang.StringBuilder.append,7,1,java.lang.String, : available Semaphore permits now: 
1541009258113,541365407,return,D : available Semaphore permits now: ,1841509149,NA,NA,NA,NA,NA,NA
1541009258114,1160868788,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest.semaphore,7,0,NA,NA
